,ensemble_gene_id
13819,ENSMUSG00000073867
13820,ENSMUSG00000073876
13821,ENSMUSG00000073878
13822,ENSMUSG00000073888
13823,ENSMUSG00000073889
13824,ENSMUSG00000073910
13825,ENSMUSG00000073940
13826,ENSMUSG00000073968
13827,ENSMUSG00000073982
13828,ENSMUSG00000073985
13829,ENSMUSG00000073987
13830,ENSMUSG00000073988
13831,ENSMUSG00000074006
13832,ENSMUSG00000074024
13833,ENSMUSG00000074030
13834,ENSMUSG00000074063
13835,ENSMUSG00000074064
13836,ENSMUSG00000074071
13837,ENSMUSG00000074088
13838,ENSMUSG00000074093
13839,ENSMUSG00000074102
13840,ENSMUSG00000074115
13841,ENSMUSG00000074129
13842,ENSMUSG00000074136
13843,ENSMUSG00000074141
13844,ENSMUSG00000074151
13845,ENSMUSG00000074158
13846,ENSMUSG00000074165
13847,ENSMUSG00000074166
13848,ENSMUSG00000074170
13849,ENSMUSG00000074171
13850,ENSMUSG00000074179
13851,ENSMUSG00000074182
13852,ENSMUSG00000074183
13853,ENSMUSG00000074194
13854,ENSMUSG00000074203
13855,ENSMUSG00000074206
13856,ENSMUSG00000074207
13857,ENSMUSG00000074210
13858,ENSMUSG00000074211
13859,ENSMUSG00000074212
13860,ENSMUSG00000074213
13861,ENSMUSG00000074215
13862,ENSMUSG00000074218
13863,ENSMUSG00000074219
13864,ENSMUSG00000074220
13865,ENSMUSG00000074221
13866,ENSMUSG00000074227
13867,ENSMUSG00000074232
13868,ENSMUSG00000074235
13869,ENSMUSG00000074238
13870,ENSMUSG00000074240
13871,ENSMUSG00000074247
13872,ENSMUSG00000074254
13873,ENSMUSG00000074259
13874,ENSMUSG00000074264
13875,ENSMUSG00000074268
13876,ENSMUSG00000074269
13877,ENSMUSG00000074272
13878,ENSMUSG00000074277
13879,ENSMUSG00000074282
13880,ENSMUSG00000074283
13881,ENSMUSG00000074284
13882,ENSMUSG00000074305
13883,ENSMUSG00000074336
13884,ENSMUSG00000074340
13885,ENSMUSG00000074342
13886,ENSMUSG00000074345
13887,ENSMUSG00000074355
13888,ENSMUSG00000074357
13889,ENSMUSG00000074358
13890,ENSMUSG00000074361
13891,ENSMUSG00000074364
13892,ENSMUSG00000074373
13893,ENSMUSG00000074375
13894,ENSMUSG00000074377
13895,ENSMUSG00000074384
13896,ENSMUSG00000074388
13897,ENSMUSG00000074398
13898,ENSMUSG00000074403
13899,ENSMUSG00000074405
13900,ENSMUSG00000074406
13901,ENSMUSG00000074415
13902,ENSMUSG00000074417
13903,ENSMUSG00000074419
13904,ENSMUSG00000074449
13905,ENSMUSG00000074457
13906,ENSMUSG00000074461
13907,ENSMUSG00000074466
13908,ENSMUSG00000074469
13909,ENSMUSG00000074472
13910,ENSMUSG00000074476
13911,ENSMUSG00000074480
13912,ENSMUSG00000074489
13913,ENSMUSG00000074491
13914,ENSMUSG00000074500
13915,ENSMUSG00000074505
13916,ENSMUSG00000074513
13917,ENSMUSG00000074519
13918,ENSMUSG00000074521
13919,ENSMUSG00000074527
13920,ENSMUSG00000074529
13921,ENSMUSG00000074570
13922,ENSMUSG00000074576
13923,ENSMUSG00000074577
13924,ENSMUSG00000074578
13925,ENSMUSG00000074579
13926,ENSMUSG00000074582
13927,ENSMUSG00000074591
13928,ENSMUSG00000074604
13929,ENSMUSG00000074607
13930,ENSMUSG00000074622
13931,ENSMUSG00000074623
13932,ENSMUSG00000074629
13933,ENSMUSG00000074634
13934,ENSMUSG00000074635
13935,ENSMUSG00000074639
13936,ENSMUSG00000074643
13937,ENSMUSG00000074646
13938,ENSMUSG00000074649
13939,ENSMUSG00000074652
13940,ENSMUSG00000074656
13941,ENSMUSG00000074657
13942,ENSMUSG00000074671
13943,ENSMUSG00000074676
13944,ENSMUSG00000074677
13945,ENSMUSG00000074682
13946,ENSMUSG00000074698
13947,ENSMUSG00000074715
13948,ENSMUSG00000074733
13949,ENSMUSG00000074735
13950,ENSMUSG00000074738
13951,ENSMUSG00000074743
13952,ENSMUSG00000074746
13953,ENSMUSG00000074748
13954,ENSMUSG00000074749
13955,ENSMUSG00000074754
13956,ENSMUSG00000074766
13957,ENSMUSG00000074768
13958,ENSMUSG00000074771
13959,ENSMUSG00000074781
13960,ENSMUSG00000074782
13961,ENSMUSG00000074785
13962,ENSMUSG00000074793
13963,ENSMUSG00000074794
13964,ENSMUSG00000074796
13965,ENSMUSG00000074797
13966,ENSMUSG00000074802
13967,ENSMUSG00000074807
13968,ENSMUSG00000074811
13969,ENSMUSG00000074813
13970,ENSMUSG00000074824
13971,ENSMUSG00000074825
13972,ENSMUSG00000074826
13973,ENSMUSG00000074829
13974,ENSMUSG00000074862
13975,ENSMUSG00000074863
13976,ENSMUSG00000074865
13977,ENSMUSG00000074867
13978,ENSMUSG00000074874
13979,ENSMUSG00000074882
13980,ENSMUSG00000074884
13981,ENSMUSG00000074886
13982,ENSMUSG00000074890
13983,ENSMUSG00000074896
13984,ENSMUSG00000074899
13985,ENSMUSG00000074909
13986,ENSMUSG00000074912
13987,ENSMUSG00000074916
13988,ENSMUSG00000074918
13989,ENSMUSG00000074922
13990,ENSMUSG00000074923
13991,ENSMUSG00000074925
13992,ENSMUSG00000074971
13993,ENSMUSG00000074994
13994,ENSMUSG00000075000
13995,ENSMUSG00000075010
13996,ENSMUSG00000075014
13997,ENSMUSG00000075015
13998,ENSMUSG00000075020
13999,ENSMUSG00000075025
14000,ENSMUSG00000075028
14001,ENSMUSG00000075029
14002,ENSMUSG00000075031
14003,ENSMUSG00000075033
14004,ENSMUSG00000075040
14005,ENSMUSG00000075042
14006,ENSMUSG00000075044
14007,ENSMUSG00000075054
14008,ENSMUSG00000075122
14009,ENSMUSG00000075184
14010,ENSMUSG00000075225
14011,ENSMUSG00000075227
14012,ENSMUSG00000075229
14013,ENSMUSG00000075232
14014,ENSMUSG00000075254
14015,ENSMUSG00000075256
14016,ENSMUSG00000075266
14017,ENSMUSG00000075271
14018,ENSMUSG00000075272
14019,ENSMUSG00000075273
14020,ENSMUSG00000075284
14021,ENSMUSG00000075289
14022,ENSMUSG00000075296
14023,ENSMUSG00000075297
14024,ENSMUSG00000075304
14025,ENSMUSG00000075307
14026,ENSMUSG00000075318
14027,ENSMUSG00000075324
14028,ENSMUSG00000075327
14029,ENSMUSG00000075376
14030,ENSMUSG00000075389
14031,ENSMUSG00000075410
14032,ENSMUSG00000075415
14033,ENSMUSG00000075419
14034,ENSMUSG00000075420
14035,ENSMUSG00000075463
14036,ENSMUSG00000075467
14037,ENSMUSG00000075470
14038,ENSMUSG00000075486
14039,ENSMUSG00000075502
14040,ENSMUSG00000075511
14041,ENSMUSG00000075514
14042,ENSMUSG00000075520
14043,ENSMUSG00000075528
14044,ENSMUSG00000075538
14045,ENSMUSG00000075543
14046,ENSMUSG00000075551
14047,ENSMUSG00000075552
14048,ENSMUSG00000075553
14049,ENSMUSG00000075555
14050,ENSMUSG00000075576
14051,ENSMUSG00000075585
14052,ENSMUSG00000075588
14053,ENSMUSG00000075590
14054,ENSMUSG00000075591
14055,ENSMUSG00000075592
14056,ENSMUSG00000075595
14057,ENSMUSG00000075600
14058,ENSMUSG00000075602
14059,ENSMUSG00000075700
14060,ENSMUSG00000075701
14061,ENSMUSG00000075702
14062,ENSMUSG00000075703
14063,ENSMUSG00000075704
14064,ENSMUSG00000075705
14065,ENSMUSG00000075706
14066,ENSMUSG00000075707
14067,ENSMUSG00000076138
14068,ENSMUSG00000076430
14069,ENSMUSG00000076431
14070,ENSMUSG00000076432
14071,ENSMUSG00000076433
14072,ENSMUSG00000076434
14073,ENSMUSG00000076435
14074,ENSMUSG00000076437
14075,ENSMUSG00000076441
14076,ENSMUSG00000076469
14077,ENSMUSG00000076490
14078,ENSMUSG00000076498
14079,ENSMUSG00000076501
14080,ENSMUSG00000076522
14081,ENSMUSG00000076523
14082,ENSMUSG00000076532
14083,ENSMUSG00000076536
14084,ENSMUSG00000076543
14085,ENSMUSG00000076545
14086,ENSMUSG00000076549
14087,ENSMUSG00000076555
14088,ENSMUSG00000076562
14089,ENSMUSG00000076563
14090,ENSMUSG00000076564
14091,ENSMUSG00000076569
14092,ENSMUSG00000076576
14093,ENSMUSG00000076577
14094,ENSMUSG00000076580
14095,ENSMUSG00000076583
14096,ENSMUSG00000076586
14097,ENSMUSG00000076587
14098,ENSMUSG00000076591
14099,ENSMUSG00000076596
14100,ENSMUSG00000076598
14101,ENSMUSG00000076609
14102,ENSMUSG00000076612
14103,ENSMUSG00000076613
14104,ENSMUSG00000076614
14105,ENSMUSG00000076615
14106,ENSMUSG00000076617
14107,ENSMUSG00000076655
14108,ENSMUSG00000076672
14109,ENSMUSG00000076677
14110,ENSMUSG00000076680
14111,ENSMUSG00000076731
14112,ENSMUSG00000076749
14113,ENSMUSG00000076752
14114,ENSMUSG00000076757
14115,ENSMUSG00000076928
14116,ENSMUSG00000076934
14117,ENSMUSG00000076937
14118,ENSMUSG00000076939
14119,ENSMUSG00000076940
14120,ENSMUSG00000077167
14121,ENSMUSG00000077192
14122,ENSMUSG00000077222
14123,ENSMUSG00000077254
14124,ENSMUSG00000077274
14125,ENSMUSG00000077323
14126,ENSMUSG00000077391
14127,ENSMUSG00000077450
14128,ENSMUSG00000077505
14129,ENSMUSG00000077563
14130,ENSMUSG00000077565
14131,ENSMUSG00000077575
14132,ENSMUSG00000077611
14133,ENSMUSG00000077704
14134,ENSMUSG00000077709
14135,ENSMUSG00000077711
14136,ENSMUSG00000077714
14137,ENSMUSG00000077734
14138,ENSMUSG00000078091
14139,ENSMUSG00000078122
14140,ENSMUSG00000078139
14141,ENSMUSG00000078153
14142,ENSMUSG00000078154
14143,ENSMUSG00000078173
14144,ENSMUSG00000078179
14145,ENSMUSG00000078185
14146,ENSMUSG00000078190
14147,ENSMUSG00000078193
14148,ENSMUSG00000078201
14149,ENSMUSG00000078202
14150,ENSMUSG00000078234
14151,ENSMUSG00000078247
14152,ENSMUSG00000078249
14153,ENSMUSG00000078317
14154,ENSMUSG00000078348
14155,ENSMUSG00000078349
14156,ENSMUSG00000078350
14157,ENSMUSG00000078427
14158,ENSMUSG00000078429
14159,ENSMUSG00000078435
14160,ENSMUSG00000078439
14161,ENSMUSG00000078440
14162,ENSMUSG00000078451
14163,ENSMUSG00000078452
14164,ENSMUSG00000078453
14165,ENSMUSG00000078485
14166,ENSMUSG00000078486
14167,ENSMUSG00000078490
14168,ENSMUSG00000078495
14169,ENSMUSG00000078496
14170,ENSMUSG00000078502
14171,ENSMUSG00000078515
14172,ENSMUSG00000078517
14173,ENSMUSG00000078521
14174,ENSMUSG00000078546
14175,ENSMUSG00000078552
14176,ENSMUSG00000078566
14177,ENSMUSG00000078570
14178,ENSMUSG00000078572
14179,ENSMUSG00000078578
14180,ENSMUSG00000078580
14181,ENSMUSG00000078584
14182,ENSMUSG00000078588
14183,ENSMUSG00000078606
14184,ENSMUSG00000078607
14185,ENSMUSG00000078612
14186,ENSMUSG00000078616
14187,ENSMUSG00000078619
14188,ENSMUSG00000078622
14189,ENSMUSG00000078650
14190,ENSMUSG00000078651
14191,ENSMUSG00000078652
14192,ENSMUSG00000078653
14193,ENSMUSG00000078656
14194,ENSMUSG00000078670
14195,ENSMUSG00000078671
14196,ENSMUSG00000078672
14197,ENSMUSG00000078673
14198,ENSMUSG00000078674
14199,ENSMUSG00000078675
14200,ENSMUSG00000078676
14201,ENSMUSG00000078680
14202,ENSMUSG00000078681
14203,ENSMUSG00000078683
14204,ENSMUSG00000078686
14205,ENSMUSG00000078687
14206,ENSMUSG00000078688
14207,ENSMUSG00000078695
14208,ENSMUSG00000078700
14209,ENSMUSG00000078713
14210,ENSMUSG00000078716
14211,ENSMUSG00000078719
14212,ENSMUSG00000078747
14213,ENSMUSG00000078762
14214,ENSMUSG00000078763
14215,ENSMUSG00000078765
14216,ENSMUSG00000078768
14217,ENSMUSG00000078771
14218,ENSMUSG00000078773
14219,ENSMUSG00000078779
14220,ENSMUSG00000078780
14221,ENSMUSG00000078784
14222,ENSMUSG00000078786
14223,ENSMUSG00000078789
14224,ENSMUSG00000078794
14225,ENSMUSG00000078798
14226,ENSMUSG00000078799
14227,ENSMUSG00000078810
14228,ENSMUSG00000078812
14229,ENSMUSG00000078813
14230,ENSMUSG00000078816
14231,ENSMUSG00000078817
14232,ENSMUSG00000078851
14233,ENSMUSG00000078853
14234,ENSMUSG00000078861
14235,ENSMUSG00000078862
14236,ENSMUSG00000078864
14237,ENSMUSG00000078866
14238,ENSMUSG00000078867
14239,ENSMUSG00000078868
14240,ENSMUSG00000078870
14241,ENSMUSG00000078872
14242,ENSMUSG00000078875
14243,ENSMUSG00000078877
14244,ENSMUSG00000078878
14245,ENSMUSG00000078879
14246,ENSMUSG00000078880
14247,ENSMUSG00000078881
14248,ENSMUSG00000078886
14249,ENSMUSG00000078887
14250,ENSMUSG00000078889
14251,ENSMUSG00000078891
14252,ENSMUSG00000078894
14253,ENSMUSG00000078896
14254,ENSMUSG00000078897
14255,ENSMUSG00000078898
14256,ENSMUSG00000078899
14257,ENSMUSG00000078901
14258,ENSMUSG00000078902
14259,ENSMUSG00000078903
14260,ENSMUSG00000078905
14261,ENSMUSG00000078908
14262,ENSMUSG00000078919
14263,ENSMUSG00000078920
14264,ENSMUSG00000078921
14265,ENSMUSG00000078922
14266,ENSMUSG00000078923
14267,ENSMUSG00000078931
14268,ENSMUSG00000078937
14269,ENSMUSG00000078941
14270,ENSMUSG00000078942
14271,ENSMUSG00000078945
14272,ENSMUSG00000078954
14273,ENSMUSG00000078956
14274,ENSMUSG00000078963
14275,ENSMUSG00000078964
14276,ENSMUSG00000078970
14277,ENSMUSG00000078974
14278,ENSMUSG00000078994
14279,ENSMUSG00000078995
14280,ENSMUSG00000079003
14281,ENSMUSG00000079012
14282,ENSMUSG00000079014
14283,ENSMUSG00000079015
14284,ENSMUSG00000079017
14285,ENSMUSG00000079018
14286,ENSMUSG00000079019
14287,ENSMUSG00000079020
14288,ENSMUSG00000079022
14289,ENSMUSG00000079036
14290,ENSMUSG00000079037
14291,ENSMUSG00000079038
14292,ENSMUSG00000079043
14293,ENSMUSG00000079045
14294,ENSMUSG00000079051
14295,ENSMUSG00000079055
14296,ENSMUSG00000079056
14297,ENSMUSG00000079057
14298,ENSMUSG00000079071
14299,ENSMUSG00000079083
14300,ENSMUSG00000079084
14301,ENSMUSG00000079104
14302,ENSMUSG00000079105
14303,ENSMUSG00000079108
14304,ENSMUSG00000079109
14305,ENSMUSG00000079110
14306,ENSMUSG00000079111
14307,ENSMUSG00000079144
14308,ENSMUSG00000079164
14309,ENSMUSG00000079165
14310,ENSMUSG00000079168
14311,ENSMUSG00000079177
14312,ENSMUSG00000079179
14313,ENSMUSG00000079184
14314,ENSMUSG00000079197
14315,ENSMUSG00000079215
14316,ENSMUSG00000079227
14317,ENSMUSG00000079242
14318,ENSMUSG00000079243
14319,ENSMUSG00000079260
14320,ENSMUSG00000079283
14321,ENSMUSG00000079298
14322,ENSMUSG00000079316
14323,ENSMUSG00000079317
14324,ENSMUSG00000079334
14325,ENSMUSG00000079339
14326,ENSMUSG00000079343
14327,ENSMUSG00000079355
14328,ENSMUSG00000079362
14329,ENSMUSG00000079363
14330,ENSMUSG00000079374
14331,ENSMUSG00000079415
14332,ENSMUSG00000079418
14333,ENSMUSG00000079419
14334,ENSMUSG00000079426
14335,ENSMUSG00000079427
14336,ENSMUSG00000079429
14337,ENSMUSG00000079434
14338,ENSMUSG00000079435
14339,ENSMUSG00000079442
14340,ENSMUSG00000079444
14341,ENSMUSG00000079450
14342,ENSMUSG00000079457
14343,ENSMUSG00000079465
14344,ENSMUSG00000079467
14345,ENSMUSG00000079469
14346,ENSMUSG00000079470
14347,ENSMUSG00000079477
14348,ENSMUSG00000079478
14349,ENSMUSG00000079480
14350,ENSMUSG00000079481
14351,ENSMUSG00000079484
14352,ENSMUSG00000079487
14353,ENSMUSG00000079492
14354,ENSMUSG00000079494
14355,ENSMUSG00000079495
14356,ENSMUSG00000079499
14357,ENSMUSG00000079502
14358,ENSMUSG00000079505
14359,ENSMUSG00000079507
14360,ENSMUSG00000079508
14361,ENSMUSG00000079509
14362,ENSMUSG00000079511
14363,ENSMUSG00000079523
14364,ENSMUSG00000079534
14365,ENSMUSG00000079547
14366,ENSMUSG00000079550
14367,ENSMUSG00000079553
14368,ENSMUSG00000079554
14369,ENSMUSG00000079555
14370,ENSMUSG00000079557
14371,ENSMUSG00000079559
14372,ENSMUSG00000079560
14373,ENSMUSG00000079562
14374,ENSMUSG00000079563
14375,ENSMUSG00000079592
14376,ENSMUSG00000079605
14377,ENSMUSG00000079608
14378,ENSMUSG00000079610
14379,ENSMUSG00000079614
14380,ENSMUSG00000079641
14381,ENSMUSG00000079645
14382,ENSMUSG00000079658
14383,ENSMUSG00000079659
14384,ENSMUSG00000079669
14385,ENSMUSG00000079671
14386,ENSMUSG00000079677
14387,ENSMUSG00000079685
14388,ENSMUSG00000079707
14389,ENSMUSG00000079710
14390,ENSMUSG00000079722
14391,ENSMUSG00000079737
14392,ENSMUSG00000079845
14393,ENSMUSG00000079852
14394,ENSMUSG00000079853
14395,ENSMUSG00000079941
14396,ENSMUSG00000080058
14397,ENSMUSG00000080268
14398,ENSMUSG00000080316
14399,ENSMUSG00000080352
14400,ENSMUSG00000080365
14401,ENSMUSG00000080440
14402,ENSMUSG00000080461
14403,ENSMUSG00000080465
14404,ENSMUSG00000080478
14405,ENSMUSG00000080538
14406,ENSMUSG00000080540
14407,ENSMUSG00000080542
14408,ENSMUSG00000080615
14409,ENSMUSG00000080683
14410,ENSMUSG00000080712
14411,ENSMUSG00000080717
14412,ENSMUSG00000080727
14413,ENSMUSG00000081058
14414,ENSMUSG00000081207
14415,ENSMUSG00000081534
14416,ENSMUSG00000081769
14417,ENSMUSG00000082361
14418,ENSMUSG00000082932
14419,ENSMUSG00000083012
14420,ENSMUSG00000083282
14421,ENSMUSG00000083649
14422,ENSMUSG00000084128
14423,ENSMUSG00000084421
14424,ENSMUSG00000084758
14425,ENSMUSG00000084771
14426,ENSMUSG00000084786
14427,ENSMUSG00000084790
14428,ENSMUSG00000084792
14429,ENSMUSG00000084796
14430,ENSMUSG00000084799
14431,ENSMUSG00000084803
14432,ENSMUSG00000084808
14433,ENSMUSG00000084819
14434,ENSMUSG00000084821
14435,ENSMUSG00000084839
14436,ENSMUSG00000084844
14437,ENSMUSG00000084845
14438,ENSMUSG00000084846
14439,ENSMUSG00000084862
14440,ENSMUSG00000084866
14441,ENSMUSG00000084880
14442,ENSMUSG00000084883
14443,ENSMUSG00000084896
14444,ENSMUSG00000084897
14445,ENSMUSG00000084899
14446,ENSMUSG00000084904
14447,ENSMUSG00000084910
14448,ENSMUSG00000084915
14449,ENSMUSG00000084923
14450,ENSMUSG00000084925
14451,ENSMUSG00000084934
14452,ENSMUSG00000084939
14453,ENSMUSG00000084941
14454,ENSMUSG00000084957
14455,ENSMUSG00000084960
14456,ENSMUSG00000084968
14457,ENSMUSG00000084983
14458,ENSMUSG00000084998
14459,ENSMUSG00000085012
14460,ENSMUSG00000085016
14461,ENSMUSG00000085023
14462,ENSMUSG00000085024
14463,ENSMUSG00000085037
14464,ENSMUSG00000085039
14465,ENSMUSG00000085054
14466,ENSMUSG00000085058
14467,ENSMUSG00000085087
14468,ENSMUSG00000085093
14469,ENSMUSG00000085105
14470,ENSMUSG00000085112
14471,ENSMUSG00000085129
14472,ENSMUSG00000085132
14473,ENSMUSG00000085133
14474,ENSMUSG00000085148
14475,ENSMUSG00000085151
14476,ENSMUSG00000085154
14477,ENSMUSG00000085156
14478,ENSMUSG00000085169
14479,ENSMUSG00000085175
14480,ENSMUSG00000085180
14481,ENSMUSG00000085184
14482,ENSMUSG00000085185
14483,ENSMUSG00000085189
14484,ENSMUSG00000085192
14485,ENSMUSG00000085196
14486,ENSMUSG00000085206
14487,ENSMUSG00000085207
14488,ENSMUSG00000085208
14489,ENSMUSG00000085211
14490,ENSMUSG00000085218
14491,ENSMUSG00000085227
14492,ENSMUSG00000085235
14493,ENSMUSG00000085237
14494,ENSMUSG00000085241
14495,ENSMUSG00000085250
14496,ENSMUSG00000085255
14497,ENSMUSG00000085282
14498,ENSMUSG00000085287
14499,ENSMUSG00000085303
14500,ENSMUSG00000085311
14501,ENSMUSG00000085315
14502,ENSMUSG00000085334
14503,ENSMUSG00000085337
14504,ENSMUSG00000085355
14505,ENSMUSG00000085379
14506,ENSMUSG00000085385
14507,ENSMUSG00000085395
14508,ENSMUSG00000085396
14509,ENSMUSG00000085399
14510,ENSMUSG00000085400
14511,ENSMUSG00000085404
14512,ENSMUSG00000085408
14513,ENSMUSG00000085411
14514,ENSMUSG00000085415
14515,ENSMUSG00000085433
14516,ENSMUSG00000085436
14517,ENSMUSG00000085438
14518,ENSMUSG00000085445
14519,ENSMUSG00000085457
14520,ENSMUSG00000085468
14521,ENSMUSG00000085492
14522,ENSMUSG00000085498
14523,ENSMUSG00000085501
14524,ENSMUSG00000085502
14525,ENSMUSG00000085514
14526,ENSMUSG00000085525
14527,ENSMUSG00000085526
14528,ENSMUSG00000085527
14529,ENSMUSG00000085558
14530,ENSMUSG00000085566
14531,ENSMUSG00000085569
14532,ENSMUSG00000085586
14533,ENSMUSG00000085589
14534,ENSMUSG00000085595
14535,ENSMUSG00000085614
14536,ENSMUSG00000085615
14537,ENSMUSG00000085622
14538,ENSMUSG00000085628
14539,ENSMUSG00000085633
14540,ENSMUSG00000085636
14541,ENSMUSG00000085651
14542,ENSMUSG00000085655
14543,ENSMUSG00000085665
14544,ENSMUSG00000085667
14545,ENSMUSG00000085687
14546,ENSMUSG00000085704
14547,ENSMUSG00000085708
14548,ENSMUSG00000085715
14549,ENSMUSG00000085720
14550,ENSMUSG00000085741
14551,ENSMUSG00000085749
14552,ENSMUSG00000085761
14553,ENSMUSG00000085762
14554,ENSMUSG00000085763
14555,ENSMUSG00000085767
14556,ENSMUSG00000085771
14557,ENSMUSG00000085772
14558,ENSMUSG00000085776
14559,ENSMUSG00000085786
14560,ENSMUSG00000085788
14561,ENSMUSG00000085793
14562,ENSMUSG00000085795
14563,ENSMUSG00000085811
14564,ENSMUSG00000085826
14565,ENSMUSG00000085828
14566,ENSMUSG00000085829
14567,ENSMUSG00000085834
14568,ENSMUSG00000085840
14569,ENSMUSG00000085860
14570,ENSMUSG00000085862
14571,ENSMUSG00000085875
14572,ENSMUSG00000085881
14573,ENSMUSG00000085882
14574,ENSMUSG00000085887
14575,ENSMUSG00000085890
14576,ENSMUSG00000085894
14577,ENSMUSG00000085912
14578,ENSMUSG00000085927
14579,ENSMUSG00000085929
14580,ENSMUSG00000085936
14581,ENSMUSG00000085945
14582,ENSMUSG00000085952
14583,ENSMUSG00000085956
14584,ENSMUSG00000085962
14585,ENSMUSG00000085971
14586,ENSMUSG00000085972
14587,ENSMUSG00000085982
14588,ENSMUSG00000085990
14589,ENSMUSG00000085995
14590,ENSMUSG00000086003
14591,ENSMUSG00000086010
14592,ENSMUSG00000086012
14593,ENSMUSG00000086013
14594,ENSMUSG00000086015
14595,ENSMUSG00000086040
14596,ENSMUSG00000086047
14597,ENSMUSG00000086049
14598,ENSMUSG00000086054
14599,ENSMUSG00000086071
14600,ENSMUSG00000086095
14601,ENSMUSG00000086103
14602,ENSMUSG00000086108
14603,ENSMUSG00000086119
14604,ENSMUSG00000086128
14605,ENSMUSG00000086130
14606,ENSMUSG00000086136
14607,ENSMUSG00000086140
14608,ENSMUSG00000086141
14609,ENSMUSG00000086148
14610,ENSMUSG00000086150
14611,ENSMUSG00000086154
14612,ENSMUSG00000086158
14613,ENSMUSG00000086175
14614,ENSMUSG00000086205
14615,ENSMUSG00000086212
14616,ENSMUSG00000086213
14617,ENSMUSG00000086216
14618,ENSMUSG00000086219
14619,ENSMUSG00000086224
14620,ENSMUSG00000086228
14621,ENSMUSG00000086247
14622,ENSMUSG00000086253
14623,ENSMUSG00000086279
14624,ENSMUSG00000086288
14625,ENSMUSG00000086290
14626,ENSMUSG00000086296
14627,ENSMUSG00000086316
14628,ENSMUSG00000086320
14629,ENSMUSG00000086328
14630,ENSMUSG00000086331
14631,ENSMUSG00000086350
14632,ENSMUSG00000086358
14633,ENSMUSG00000086370
14634,ENSMUSG00000086382
14635,ENSMUSG00000086385
14636,ENSMUSG00000086389
14637,ENSMUSG00000086390
14638,ENSMUSG00000086392
14639,ENSMUSG00000086404
14640,ENSMUSG00000086417
14641,ENSMUSG00000086421
14642,ENSMUSG00000086429
14643,ENSMUSG00000086432
14644,ENSMUSG00000086437
14645,ENSMUSG00000086443
14646,ENSMUSG00000086447
14647,ENSMUSG00000086448
14648,ENSMUSG00000086468
14649,ENSMUSG00000086474
14650,ENSMUSG00000086479
14651,ENSMUSG00000086481
14652,ENSMUSG00000086494
14653,ENSMUSG00000086502
14654,ENSMUSG00000086503
14655,ENSMUSG00000086526
14656,ENSMUSG00000086530
14657,ENSMUSG00000086533
14658,ENSMUSG00000086539
14659,ENSMUSG00000086544
14660,ENSMUSG00000086549
14661,ENSMUSG00000086564
14662,ENSMUSG00000086587
14663,ENSMUSG00000086589
14664,ENSMUSG00000086591
14665,ENSMUSG00000086593
14666,ENSMUSG00000086604
14667,ENSMUSG00000086607
14668,ENSMUSG00000086610
14669,ENSMUSG00000086628
14670,ENSMUSG00000086629
14671,ENSMUSG00000086638
14672,ENSMUSG00000086657
14673,ENSMUSG00000086669
14674,ENSMUSG00000086682
14675,ENSMUSG00000086712
14676,ENSMUSG00000086714
14677,ENSMUSG00000086725
14678,ENSMUSG00000086727
14679,ENSMUSG00000086728
14680,ENSMUSG00000086740
14681,ENSMUSG00000086754
14682,ENSMUSG00000086763
14683,ENSMUSG00000086765
14684,ENSMUSG00000086782
14685,ENSMUSG00000086784
14686,ENSMUSG00000086813
14687,ENSMUSG00000086825
14688,ENSMUSG00000086839
14689,ENSMUSG00000086841
14690,ENSMUSG00000086843
14691,ENSMUSG00000086859
14692,ENSMUSG00000086868
14693,ENSMUSG00000086873
14694,ENSMUSG00000086877
14695,ENSMUSG00000086881
14696,ENSMUSG00000086889
14697,ENSMUSG00000086894
14698,ENSMUSG00000086914
14699,ENSMUSG00000086916
14700,ENSMUSG00000086918
14701,ENSMUSG00000086920
14702,ENSMUSG00000086924
14703,ENSMUSG00000086929
14704,ENSMUSG00000086938
14705,ENSMUSG00000086944
14706,ENSMUSG00000086960
14707,ENSMUSG00000086962
14708,ENSMUSG00000086965
14709,ENSMUSG00000086968
14710,ENSMUSG00000086992
14711,ENSMUSG00000086993
14712,ENSMUSG00000086997
14713,ENSMUSG00000087006
14714,ENSMUSG00000087013
14715,ENSMUSG00000087017
14716,ENSMUSG00000087020
14717,ENSMUSG00000087026
14718,ENSMUSG00000087028
14719,ENSMUSG00000087060
14720,ENSMUSG00000087088
14721,ENSMUSG00000087107
14722,ENSMUSG00000087119
14723,ENSMUSG00000087128
14724,ENSMUSG00000087132
14725,ENSMUSG00000087138
14726,ENSMUSG00000087141
14727,ENSMUSG00000087142
14728,ENSMUSG00000087143
14729,ENSMUSG00000087151
14730,ENSMUSG00000087163
14731,ENSMUSG00000087165
14732,ENSMUSG00000087173
14733,ENSMUSG00000087174
14734,ENSMUSG00000087175
14735,ENSMUSG00000087176
14736,ENSMUSG00000087177
14737,ENSMUSG00000087178
14738,ENSMUSG00000087179
14739,ENSMUSG00000087187
14740,ENSMUSG00000087201
14741,ENSMUSG00000087213
14742,ENSMUSG00000087221
14743,ENSMUSG00000087222
14744,ENSMUSG00000087231
14745,ENSMUSG00000087241
14746,ENSMUSG00000087249
14747,ENSMUSG00000087259
14748,ENSMUSG00000087260
14749,ENSMUSG00000087269
14750,ENSMUSG00000087273
